name	term	lev	seq	value
"plastid thylakoid lumen"	GO:0009543;GO:0031978	3	isogroupSym_213848_c0_g1	0.836905256754407
"plastid thylakoid lumen"	GO:0009543;GO:0031978	3	isogroupSym_253497_c0_g1	-0.186208413815932
"plastid thylakoid lumen"	GO:0009543;GO:0031978	3	isogroupSym_72990_c0_g1	0.785510941795118
"plastid thylakoid lumen"	GO:0009543;GO:0031978	3	isogroupSym_59210_c0_g1	-0.482891732116178
"plastid thylakoid lumen"	GO:0009543;GO:0031978	3	isogroupSym_276410_c0_g1	0.253670879084935
"plastid thylakoid lumen"	GO:0009543;GO:0031978	3	isogroupSym_175339_c0_g1	-0.0191574752717568
"nuclear matrix"	GO:0016363	2	isogroupSym_148027_c1_g2	-0.208336243696534
"nuclear matrix"	GO:0016363	2	isogroupSym_284899_c0_g1	0.882672871405906
"nuclear matrix"	GO:0016363	2	isogroupSym_107369_c3_g5	-0.358741004562347
"nuclear matrix"	GO:0016363	2	isogroupSym_106617_c1_g1	-0.677026501517037
"nuclear matrix"	GO:0016363	2	isogroupSym_145267_c0_g1	-0.227011450334553
"nuclear matrix"	GO:0016363	2	isogroupSym_148027_c1_g6	0.0738908243290396
"nuclear matrix"	GO:0016363	2	isogroupSym_151312_c5_g1	-0.615732209962723
"nuclear matrix"	GO:0016363	2	isogroupSym_71960_c0_g1	-0.592806817731204
"nuclear matrix"	GO:0016363	2	isogroupSym_287285_c0_g1	-0.608203936871246
"nuclear matrix"	GO:0016363	2	isogroupSym_76306_c0_g1	-0.660073476975523
"nuclear matrix"	GO:0016363	2	isogroupSym_94624_c0_g1	-0.376809343934385
"nuclear matrix"	GO:0016363	2	isogroupSym_130544_c2_g1	0.656081736950468
"nuclear matrix"	GO:0016363	2	isogroupSym_111470_c6_g1	-0.658233008592858
"nuclear matrix"	GO:0016363	2	isogroupSym_83968_c0_g3	-0.830397163337049
"PML body"	GO:0016605	2	isogroupSym_94072_c0_g2	-0.0683715289369477
"PML body"	GO:0016605	2	isogroupSym_205763_c0_g1	0.229764779928648
"PML body"	GO:0016605	2	isogroupSym_98111_c0_g1	-0.905075068376396
"PML body"	GO:0016605	2	isogroupSym_180625_c0_g1	0.697117253176785
"PML body"	GO:0016605	2	isogroupSym_130013_c0_g1	0.890797722287204
"PML body"	GO:0016605	2	isogroupSym_211901_c0_g1	-0.380034378636037
"PML body"	GO:0016605	2	isogroupSym_86818_c0_g1	-0.0832385319800405
"PML body"	GO:0016605	2	isogroupSym_64401_c0_g2	0.415311457248867
"PML body"	GO:0016605	2	isogroupSym_157904_c0_g1	-0.242848063626495
"PML body"	GO:0016605	2	isogroupSym_103019_c0_g1	-0.197507481771555
"PML body"	GO:0016605	2	isogroupSym_99166_c0_g1	-0.108938135900658
"PML body"	GO:0016605	2	isogroupSym_218077_c0_g1	-0.760000684688402
"PML body"	GO:0016605	2	isogroupSym_213211_c0_g1	0.349945305145208
"PML body"	GO:0016605	2	isogroupSym_89782_c0_g1	-0.457665871465281
"PML body"	GO:0016605	2	isogroupSym_94053_c0_g1	-0.473913851956829
"PML body"	GO:0016605	2	isogroupSym_69324_c0_g1	-0.398926869426457
"extracellular space"	GO:0005615	2	isogroupSym_175570_c0_g1	0.649779265088215
"extracellular space"	GO:0005615	2	isogroupSym_120982_c1_g1	-0.542378505428772
"extracellular space"	GO:0005615	2	isogroupSym_35389_c0_g1	0.0771854167925966
"extracellular space"	GO:0005615	2	isogroupSym_209849_c0_g1	0.808334762686854
"extracellular space"	GO:0005615	2	isogroupSym_175732_c0_g1	-0.504029644951814
"extracellular space"	GO:0005615	2	isogroupSym_59251_c0_g1	0.578880494122092
"extracellular space"	GO:0005615	2	isogroupSym_310154_c0_g1	0.569283104538402
"extracellular space"	GO:0005615	2	isogroupSym_94913_c0_g2	-0.710421530985759
"extracellular space"	GO:0005615	2	isogroupSym_181345_c0_g1	0.271927871102701
"extracellular space"	GO:0005615	2	isogroupSym_285355_c0_g1	0.581743191973718
"extracellular space"	GO:0005615	2	isogroupSym_274019_c0_g1	0.337292865149751
"extracellular space"	GO:0005615	2	isogroupSym_17716_c0_g1	-0.450620544297308
"extracellular space"	GO:0005615	2	isogroupSym_55837_c0_g1	-0.223693487328296
"extracellular space"	GO:0005615	2	isogroupSym_130695_c0_g1	-0.0959418601164186
"extracellular space"	GO:0005615	2	isogroupSym_175801_c0_g1	0.181466322492663
"extracellular space"	GO:0005615	2	isogroupSym_104380_c6_g1	-0.635166477505965
"extracellular space"	GO:0005615	2	isogroupSym_187029_c0_g1	-0.605274292813979
"extracellular space"	GO:0005615	2	isogroupSym_109358_c2_g1	0.377597435200341
"extracellular space"	GO:0005615	2	isogroupSym_15924_c0_g1	0.548978945564832
"extracellular space"	GO:0005615	2	isogroupSym_90675_c0_g1	0.302447605361022
"extracellular space"	GO:0005615	2	isogroupSym_238032_c0_g1	0.629119304928378
"extracellular space"	GO:0005615	2	isogroupSym_16462_c0_g1	0.114704046506786
"extracellular space"	GO:0005615	2	isogroupSym_156315_c0_g1	0.00744568452659264
"extracellular space"	GO:0005615	2	isogroupSym_101158_c0_g1	0.109950556308597
"extracellular space"	GO:0005615	2	isogroupSym_209650_c0_g1	-0.332459003230456
"extracellular space"	GO:0005615	2	isogroupSym_95687_c0_g1	-0.0860056572990494
"extracellular space"	GO:0005615	2	isogroupSym_44505_c0_g1	0.00598980221521031
"extracellular space"	GO:0005615	2	isogroupSym_273007_c0_g1	-0.309919277021425
"extracellular space"	GO:0005615	2	isogroupSym_206099_c0_g1	-0.409557938323278
"extracellular space"	GO:0005615	2	isogroupSym_62266_c0_g1	0.379138094627985
"extracellular space"	GO:0005615	2	isogroupSym_58586_c0_g1	-0.357648537074455
"extracellular space"	GO:0005615	2	isogroupSym_123365_c1_g2	0.609657089289694
"extracellular space"	GO:0005615	2	isogroupSym_84347_c0_g1	0.242482525694982
"extracellular space"	GO:0005615	2	isogroupSym_149545_c2_g4	0.829968630322533
"extracellular space"	GO:0005615	2	isogroupSym_184557_c0_g1	-0.258770121431962
"extracellular space"	GO:0005615	2	isogroupSym_125910_c0_g1	0.383954861644478
"extracellular space"	GO:0005615	2	isogroupSym_82495_c0_g1	0.150159337440118
"extracellular space"	GO:0005615	2	isogroupSym_142615_c0_g3	-0.558045858274118
"extracellular space"	GO:0005615	2	isogroupSym_150619_c0_g1	0.894295493071694
"extracellular space"	GO:0005615	2	isogroupSym_155813_c0_g1	-0.0279398522704191
"extracellular space"	GO:0005615	2	isogroupSym_126957_c4_g3	0.0142220462002846
"extracellular space"	GO:0005615	2	isogroupSym_119023_c7_g1	0.578962311712088
"extracellular space"	GO:0005615	2	isogroupSym_137441_c0_g2	-0.288257804421881
