name	term	lev	seq	value
"presynaptic membrane"	GO:0042734	2	isogroupSym_249747_c0_g1	-3.6639577468356
"presynaptic membrane"	GO:0042734	2	isogroupSym_102322_c3_g4	0.127532745747004
"presynaptic membrane"	GO:0042734	2	isogroupSym_104325_c5_g4	-2.00227848012396
"presynaptic membrane"	GO:0042734	2	isogroupSym_75417_c0_g1	3.5523651984932
"presynaptic membrane"	GO:0042734	2	isogroupSym_131289_c3_g4	1.17252612974231
"presynaptic membrane"	GO:0042734	2	isogroupSym_84229_c0_g2	-1.67061305409896
"presynaptic membrane"	GO:0042734	2	isogroupSym_42117_c0_g2	-0.236039888470623
"presynaptic membrane"	GO:0042734	2	isogroupSym_10162_c0_g1	1.2612097103523
"presynaptic membrane"	GO:0042734	2	isogroupSym_75652_c0_g2	10.9233880801472
"presynaptic membrane"	GO:0042734	2	isogroupSym_55708_c0_g1	0.402465606630758
"presynaptic membrane"	GO:0042734	2	isogroupSym_96298_c0_g1	-0.908505083319734
"RNA polymerase I complex"	GO:0005736	2	isogroupSym_90485_c1_g1	-0.980751742439735
"RNA polymerase I complex"	GO:0005736	2	isogroupSym_16230_c0_g1	1.78715941085818
"RNA polymerase I complex"	GO:0005736	2	isogroupSym_72589_c0_g1	1.30038007207054
"RNA polymerase I complex"	GO:0005736	2	isogroupSym_238096_c0_g1	6.22975357691417
"RNA polymerase I complex"	GO:0005736	2	isogroupSym_191957_c0_g1	-0.192795443192564
"RNA polymerase I complex"	GO:0005736	2	isogroupSym_317221_c0_g1	3.58290306088552
"RNA polymerase I complex"	GO:0005736	2	isogroupSym_177064_c0_g1	-0.285264305325053
"RNA polymerase I complex"	GO:0005736	2	isogroupSym_173309_c0_g1	-0.416141435943974
"actin filament"	GO:0005884	2	isogroupSym_141627_c0_g1	0.323337306533714
"actin filament"	GO:0005884	2	isogroupSym_123516_c0_g1	-4.3991807151676
"actin filament"	GO:0005884	2	isogroupSym_92462_c0_g2	1.31127512902832
"actin filament"	GO:0005884	2	isogroupSym_86539_c0_g6	1.22957972472143
"actin filament"	GO:0005884	2	isogroupSym_244116_c0_g1	4.29358605028241
"actin filament"	GO:0005884	2	isogroupSym_64401_c0_g2	1.8275624961457
"actin filament"	GO:0005884	2	isogroupSym_128968_c4_g1	52.095037862572
"actin filament"	GO:0005884	2	isogroupSym_80334_c0_g1	1.47145692880765
"organelle inner membrane"	GO:0005743;GO:0019866	2	isogroupSym_16908_c0_g1	5.04518681008585
"organelle inner membrane"	GO:0005743;GO:0019866	2	isogroupSym_75758_c0_g1	9.04896281014882
"organelle inner membrane"	GO:0005743;GO:0019866	2	isogroupSym_65076_c0_g1	-13.7962670025438
"organelle inner membrane"	GO:0005743;GO:0019866	2	isogroupSym_62581_c0_g1	1.41425761948354
"organelle inner membrane"	GO:0005743;GO:0019866	2	isogroupSym_58631_c0_g1	3.60047907612333
"organelle inner membrane"	GO:0005743;GO:0019866	2	isogroupSym_68418_c0_g1	0.216037805645025
"organelle inner membrane"	GO:0005743;GO:0019866	2	isogroupSym_149416_c0_g1	2.95975179733271
"organelle inner membrane"	GO:0005743;GO:0019866	2	isogroupSym_117360_c0_g1	7.57393869947386
"organelle inner membrane"	GO:0005743;GO:0019866	2	isogroupSym_66297_c0_g1	-0.574633846029294
"organelle inner membrane"	GO:0005743;GO:0019866	2	isogroupSym_305859_c0_g1	13.6918873790908
"organelle inner membrane"	GO:0005743;GO:0019866	2	isogroupSym_58937_c0_g1	-0.849750272410012
"organelle inner membrane"	GO:0005743;GO:0019866	2	isogroupSym_237332_c0_g1	-1.64155486722814
"organelle inner membrane"	GO:0005743;GO:0019866	2	isogroupSym_172958_c0_g1	2.73347078306336
"organelle inner membrane"	GO:0005743;GO:0019866	2	isogroupSym_60680_c0_g1	0.17738219026233
"organelle inner membrane"	GO:0005743;GO:0019866	2	isogroupSym_44910_c0_g1	2.23645381962159
"organelle inner membrane"	GO:0005743;GO:0019866	2	isogroupSym_76959_c0_g1	0.00201074690688773
"organelle inner membrane"	GO:0005743;GO:0019866	2	isogroupSym_64277_c0_g1	-9.14322775108624
"organelle inner membrane"	GO:0005743;GO:0019866	2	isogroupSym_243107_c0_g1	-0.13643474280983
"organelle inner membrane"	GO:0005743;GO:0019866	2	isogroupSym_274820_c0_g1	39.5828134729104
"organelle inner membrane"	GO:0005743;GO:0019866	2	isogroupSym_42592_c0_g1	6.02733567518499
"organelle inner membrane"	GO:0005743;GO:0019866	2	isogroupSym_62328_c0_g1	0.52270863806742
"organelle inner membrane"	GO:0005743;GO:0019866	2	isogroupSym_83210_c0_g1	12.1874841512296
"organelle inner membrane"	GO:0005743;GO:0019866	2	isogroupSym_26919_c0_g1	2.7172494525752
"organelle inner membrane"	GO:0005743;GO:0019866	2	isogroupSym_65058_c0_g1	0.728509952114379
"organelle inner membrane"	GO:0005743;GO:0019866	2	isogroupSym_31793_c0_g1	-0.584326128147223
"organelle inner membrane"	GO:0005743;GO:0019866	2	isogroupSym_152413_c3_g1	-0.127576507501239
"organelle inner membrane"	GO:0005743;GO:0019866	2	isogroupSym_15947_c0_g1	-1.3257564343882
